Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Lead Time,Factory,Factory_Lat,Factory_Lon,Cust_Lat,Cust_Lon,Distance_km
1135,US-2021-103940-CHO-MIL-31000,2024-09-17,2027-03-14,Standard Class,103940,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,908,Wicked Choccy's,32.076176,-81.088371,47.400902,-121.490494,3796.256746175286
1136,US-2021-131947-CHO-NUT-13000,2024-09-17,2027-03-15,Standard Class,131947,United States,Springfield,Oregon,97477,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,909,Lot's O' Nuts,32.881893,-111.768036,44.572021,-122.070938,1574.6422617443181
1137,US-2021-131947-CHO-MIL-31000,2024-09-17,2027-03-15,Standard Class,131947,United States,Springfield,Oregon,97477,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,909,Wicked Choccy's,32.076176,-81.088371,44.572021,-122.070938,3788.2286591832494
1138,US-2021-103940-CHO-SCR-58000,2024-09-17,2027-03-14,Standard Class,103940,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,908,Lot's O' Nuts,32.881893,-111.768036,47.400902,-121.490494,1810.3164441161541
1139,US-2021-158638-CHO-SCR-58000,2024-09-17,2027-03-14,Standard Class,158638,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,908,Lot's O' Nuts,32.881893,-111.768036,40.590752,-77.209755,3174.1279436279497
1140,US-2021-112851-CHO-SCR-58000,2024-09-17,2027-03-14,Standard Class,112851,United States,Chula Vista,California,91911,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,908,Lot's O' Nuts,32.881893,-111.768036,36.116203,-119.681564,809.0978294533443
1141,US-2021-131947-CHO-FUD-51000,2024-09-17,2027-03-15,Standard Class,131947,United States,Springfield,Oregon,97477,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,909,Lot's O' Nuts,32.881893,-111.768036,44.572021,-122.070938,1574.6422617443181
1142,US-2021-117170-CHO-NUT-13000,2024-09-17,2027-03-17,Standard Class,117170,United States,Raleigh,North Carolina,27604,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,911,Lot's O' Nuts,32.881893,-111.768036,35.630066,-79.806419,2940.3962706313678
1143,US-2021-131947-CHO-NUT-13000,2024-09-17,2027-03-15,Standard Class,131947,United States,Springfield,Oregon,97477,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6.0,909,Lot's O' Nuts,32.881893,-111.768036,44.572021,-122.070938,1574.6422617443181
1144,US-2021-103940-CHO-MIL-31000,2024-09-17,2027-03-14,Standard Class,103940,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,908,Wicked Choccy's,32.076176,-81.088371,47.400902,-121.490494,3796.256746175286
1145,US-2021-103940-CHO-FUD-51000,2024-09-17,2027-03-14,Standard Class,103940,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,908,Lot's O' Nuts,32.881893,-111.768036,47.400902,-121.490494,1810.3164441161541
1146,US-2021-117170-CHO-NUT-13000,2024-09-17,2027-03-17,Standard Class,117170,United States,Raleigh,North Carolina,27604,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,911,Lot's O' Nuts,32.881893,-111.768036,35.630066,-79.806419,2940.3962706313678
1147,US-2021-131947-CHO-FUD-51000,2024-09-17,2027-03-15,Standard Class,131947,United States,Springfield,Oregon,97477,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,36.0,10,24.0,12.0,909,Lot's O' Nuts,32.881893,-111.768036,44.572021,-122.070938,1574.6422617443181
1148,US-2021-131947-CHO-FUD-51000,2024-09-17,2027-03-15,Standard Class,131947,United States,Springfield,Oregon,97477,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,909,Lot's O' Nuts,32.881893,-111.768036,44.572021,-122.070938,1574.6422617443181
1149,US-2021-168130-CHO-TRI-54000,2024-09-19,2027-03-12,Same Day,168130,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,904,Wicked Choccy's,32.076176,-81.088371,42.165726,-74.948051,1246.1444069037575
1150,US-2021-138177-CHO-SCR-58000,2024-09-19,2027-03-17,Standard Class,138177,United States,Chandler,Arizona,85224,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,909,Lot's O' Nuts,32.881893,-111.768036,33.729759,-111.431221,99.33834141330021
1151,US-2021-159849-CHO-FUD-51000,2024-09-19,2027-03-12,Same Day,159849,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,904,Lot's O' Nuts,32.881893,-111.768036,36.116203,-119.681564,809.0978294533443
1152,US-2021-156601-CHO-SCR-58000,2024-09-19,2027-03-17,Standard Class,156601,United States,Long Beach,California,90805,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,909,Lot's O' Nuts,32.881893,-111.768036,36.116203,-119.681564,809.0978294533443
1153,US-2021-132787-CHO-FUD-51000,2024-09-19,2027-03-16,Standard Class,132787,United States,Seattle,Washington,98115,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,908,Lot's O' Nuts,32.881893,-111.768036,47.400902,-121.490494,1810.3164441161541
1154,US-2021-127299-CHO-TRI-54000,2024-09-19,2027-03-17,Standard Class,127299,United States,Charlotte,North Carolina,28205,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,909,Wicked Choccy's,32.076176,-81.088371,35.630066,-79.806419,412.511931938222
1155,US-2021-106992-CHO-SCR-58000,2024-09-19,2027-03-14,Second Class,106992,United States,Houston,Texas,77036,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,906,Lot's O' Nuts,32.881893,-111.768036,31.054487,-97.563461,1354.179359575041
1156,US-2021-127299-CHO-SCR-58000,2024-09-19,2027-03-17,Standard Class,127299,United States,Charlotte,North Carolina,28205,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,909,Lot's O' Nuts,32.881893,-111.768036,35.630066,-79.806419,2940.3962706313678
1157,US-2021-106992-OTH-LIC-15000,2024-09-19,2027-03-14,Second Class,106992,United States,Houston,Texas,77036,Other,Interior,OTH-LIC-15000,Lickable Wallpaper,140.0,7,70.0,70.0,906,Secret Factory,41.446333,-90.565487,31.054487,-97.563461,1313.7789182738675
1158,US-2021-166744-CHO-MIL-31000,2024-09-20,2027-03-17,Standard Class,166744,United States,Columbia,Maryland,21044,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,908,Wicked Choccy's,32.076176,-81.088371,39.063946,-76.802101,868.063438485826
1159,US-2021-125997-CHO-SCR-58000,2024-09-20,2027-03-16,First Class,125997,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,907,Lot's O' Nuts,32.881893,-111.768036,42.165726,-74.948051,3377.542036720498
1160,US-2021-120411-CHO-FUD-51000,2024-09-20,2027-03-16,First Class,120411,United States,Chicago,Illinois,60653,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,907,Lot's O' Nuts,32.881893,-111.768036,40.349457,-88.986137,2188.3134411849414
1161,US-2021-125997-CHO-MIL-31000,2024-09-20,2027-03-16,First Class,125997,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,907,Wicked Choccy's,32.076176,-81.088371,42.165726,-74.948051,1246.1444069037575
1162,US-2021-166744-CHO-SCR-58000,2024-09-20,2027-03-17,Standard Class,166744,United States,Columbia,Maryland,21044,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,908,Lot's O' Nuts,32.881893,-111.768036,39.063946,-76.802101,3200.0542893571737
1163,US-2021-134614-CHO-SCR-58000,2024-09-20,2027-03-18,Standard Class,134614,United States,Bloomington,Illinois,61701,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,909,Lot's O' Nuts,32.881893,-111.768036,40.349457,-88.986137,2188.3134411849414
1164,US-2021-133704-OTH-KAZ-38000,2024-09-20,2027-03-19,Standard Class,133704,United States,Los Angeles,California,90004,Other,Pacific,OTH-KAZ-38000,Kazookles,13.0,4,1.0,12.0,910,The Other Factory,35.1175,-89.971107,36.116203,-119.681564,2677.476863965454
1165,US-2021-125997-CHO-SCR-58000,2024-09-20,2027-03-16,First Class,125997,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,907,Lot's O' Nuts,32.881893,-111.768036,42.165726,-74.948051,3377.542036720498
1166,US-2021-151953-CHO-SCR-58000,2024-09-20,2027-03-18,Standard Class,151953,United States,Jacksonville,Florida,32216,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,909,Lot's O' Nuts,32.881893,-111.768036,27.766279,-81.686783,2932.3666487796027
1167,US-2021-133704-CHO-FUD-51000,2024-09-20,2027-03-19,Standard Class,133704,United States,Los Angeles,California,90004,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,910,Lot's O' Nuts,32.881893,-111.768036,36.116203,-119.681564,809.0978294533443
1168,US-2021-156433-CHO-TRI-54000,2024-09-20,2027-03-19,Standard Class,156433,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,910,Wicked Choccy's,32.076176,-81.088371,36.116203,-119.681564,3558.625078818893
1169,US-2021-125997-CHO-SCR-58000,2024-09-20,2027-03-16,First Class,125997,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,907,Lot's O' Nuts,32.881893,-111.768036,42.165726,-74.948051,3377.542036720498
1170,US-2021-156433-CHO-TRI-54000,2024-09-20,2027-03-19,Standard Class,156433,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,910,Wicked Choccy's,32.076176,-81.088371,36.116203,-119.681564,3558.625078818893
1171,US-2021-126480-CHO-TRI-54000,2024-09-20,2027-03-17,Standard Class,126480,United States,San Diego,California,92024,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,908,Wicked Choccy's,32.076176,-81.088371,36.116203,-119.681564,3558.625078818893
1172,US-2021-166744-CHO-SCR-58000,2024-09-20,2027-03-17,Standard Class,166744,United States,Columbia,Maryland,21044,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,908,Lot's O' Nuts,32.881893,-111.768036,39.063946,-76.802101,3200.0542893571737
1173,US-2021-120411-CHO-SCR-58000,2024-09-20,2027-03-16,First Class,120411,United States,Chicago,Illinois,60653,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,907,Lot's O' Nuts,32.881893,-111.768036,40.349457,-88.986137,2188.3134411849414
1174,US-2021-125997-CHO-NUT-13000,2024-09-20,2027-03-16,First Class,125997,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,31.41,9,22.41,9.0,907,Lot's O' Nuts,32.881893,-111.768036,42.165726,-74.948051,3377.542036720498
1175,US-2021-125997-CHO-FUD-51000,2024-09-20,2027-03-16,First Class,125997,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,907,Lot's O' Nuts,32.881893,-111.768036,42.165726,-74.948051,3377.542036720498
1176,CA-2021-153738-CHO-SCR-58000,2024-09-20,2027-03-15,First Class,153738,Canada,Toronto,Ontario,M2N,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,906,Lot's O' Nuts,32.881893,-111.768036,,,
1177,US-2021-166310-CHO-NUT-13000,2024-09-21,2027-03-16,First Class,166310,United States,Garland,Texas,75043,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,906,Lot's O' Nuts,32.881893,-111.768036,31.054487,-97.563461,1354.179359575041
1178,US-2021-125514-CHO-NUT-13000,2024-09-21,2027-03-15,First Class,125514,United States,Omaha,Nebraska,68104,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,905,Lot's O' Nuts,32.881893,-111.768036,41.12537,-98.268082,1506.0535140400575
1179,US-2021-125514-CHO-SCR-58000,2024-09-21,2027-03-15,First Class,125514,United States,Omaha,Nebraska,68104,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,905,Lot's O' Nuts,32.881893,-111.768036,41.12537,-98.268082,1506.0535140400575
1180,US-2021-153969-CHO-NUT-13000,2024-09-21,2027-03-18,Standard Class,153969,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,908,Lot's O' Nuts,32.881893,-111.768036,36.116203,-119.681564,809.0978294533443
1181,US-2021-124513-CHO-TRI-54000,2024-09-21,2027-03-18,Standard Class,124513,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,908,Wicked Choccy's,32.076176,-81.088371,42.165726,-74.948051,1246.1444069037575
1182,US-2021-117478-CHO-SCR-58000,2024-09-21,2027-03-17,First Class,117478,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,907,Lot's O' Nuts,32.881893,-111.768036,40.590752,-77.209755,3174.1279436279497
1183,US-2021-153969-CHO-FUD-51000,2024-09-21,2027-03-18,Standard Class,153969,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,908,Lot's O' Nuts,32.881893,-111.768036,36.116203,-119.681564,809.0978294533443
1184,US-2021-153969-CHO-SCR-58000,2024-09-21,2027-03-18,Standard Class,153969,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,908,Lot's O' Nuts,32.881893,-111.768036,36.116203,-119.681564,809.0978294533443
1185,US-2021-168823-OTH-GUM-21000,2024-09-21,2027-03-17,First Class,168823,United States,Philadelphia,Pennsylvania,19143,Other,Atlantic,OTH-GUM-21000,Wonka Gum,11.25,9,5.85,5.4,907,Secret Factory,41.446333,-90.565487,40.590752,-77.209755,1123.4017702322296
1186,US-2021-125514-CHO-TRI-54000,2024-09-21,2027-03-15,First Class,125514,United States,Omaha,Nebraska,68104,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,905,Wicked Choccy's,32.076176,-81.088371,41.12537,-98.268082,1828.9693085996148
1187,US-2021-153969-CHO-TRI-54000,2024-09-21,2027-03-18,Standard Class,153969,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,33.75,9,22.05,11.7,908,Wicked Choccy's,32.076176,-81.088371,36.116203,-119.681564,3558.625078818893
1188,US-2021-153969-CHO-TRI-54000,2024-09-21,2027-03-18,Standard Class,153969,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,908,Wicked Choccy's,32.076176,-81.088371,36.116203,-119.681564,3558.625078818893
1189,US-2021-168823-CHO-NUT-13000,2024-09-21,2027-03-17,First Class,168823,United States,Philadelphia,Pennsylvania,19143,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,907,Lot's O' Nuts,32.881893,-111.768036,40.590752,-77.209755,3174.1279436279497
1190,US-2021-135972-CHO-MIL-31000,2024-09-21,2027-03-16,Second Class,135972,United States,Des Moines,Washington,98198,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,906,Wicked Choccy's,32.076176,-81.088371,47.400902,-121.490494,3796.256746175286
1191,US-2021-153969-CHO-MIL-31000,2024-09-21,2027-03-18,Standard Class,153969,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,908,Wicked Choccy's,32.076176,-81.088371,36.116203,-119.681564,3558.625078818893
1192,US-2021-135972-CHO-MIL-31000,2024-09-21,2027-03-16,Second Class,135972,United States,Des Moines,Washington,98198,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,906,Wicked Choccy's,32.076176,-81.088371,47.400902,-121.490494,3796.256746175286
1193,US-2021-156160-CHO-SCR-58000,2024-09-22,2027-03-22,Standard Class,156160,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,911,Lot's O' Nuts,32.881893,-111.768036,42.165726,-74.948051,3377.542036720498
1194,US-2021-156160-CHO-MIL-31000,2024-09-22,2027-03-22,Standard Class,156160,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,911,Wicked Choccy's,32.076176,-81.088371,42.165726,-74.948051,1246.1444069037575
1195,US-2021-156160-CHO-FUD-51000,2024-09-22,2027-03-22,Standard Class,156160,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,911,Lot's O' Nuts,32.881893,-111.768036,42.165726,-74.948051,3377.542036720498
1196,US-2021-156160-CHO-FUD-51000,2024-09-22,2027-03-22,Standard Class,156160,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,911,Lot's O' Nuts,32.881893,-111.768036,42.165726,-74.948051,3377.542036720498
1197,US-2021-127488-CHO-NUT-13000,2024-09-22,2027-03-17,Second Class,127488,United States,Boca Raton,Florida,33433,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,906,Lot's O' Nuts,32.881893,-111.768036,27.766279,-81.686783,2932.3666487796027
1198,US-2021-158225-CHO-NUT-13000,2024-09-22,2027-03-21,Standard Class,158225,United States,San Jose,California,95123,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,910,Lot's O' Nuts,32.881893,-111.768036,36.116203,-119.681564,809.0978294533443
1199,US-2021-158225-CHO-SCR-58000,2024-09-22,2027-03-21,Standard Class,158225,United States,San Jose,California,95123,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,910,Lot's O' Nuts,32.881893,-111.768036,36.116203,-119.681564,809.0978294533443
1200,US-2021-103191-CHO-TRI-54000,2024-09-22,2027-03-20,Standard Class,103191,United States,Chicago,Illinois,60653,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,909,Wicked Choccy's,32.076176,-81.088371,40.349457,-88.986137,1160.0812980578014
1201,US-2021-134733-CHO-SCR-58000,2024-09-23,2027-03-21,Standard Class,134733,United States,San Diego,California,92037,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,909,Lot's O' Nuts,32.881893,-111.768036,36.116203,-119.681564,809.0978294533443
1202,US-2021-163650-CHO-TRI-54000,2024-09-23,2027-03-18,First Class,163650,United States,Dover,Delaware,19901,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,906,Wicked Choccy's,32.076176,-81.088371,39.318523,-75.507141,949.5324680778724
1203,US-2021-116904-CHO-NUT-13000,2024-09-23,2027-03-21,Standard Class,116904,United States,Minneapolis,Minnesota,55407,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,909,Lot's O' Nuts,32.881893,-111.768036,45.694454,-93.900192,2087.3234636827005
1204,US-2021-116904-CHO-TRI-54000,2024-09-23,2027-03-21,Standard Class,116904,United States,Minneapolis,Minnesota,55407,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,909,Wicked Choccy's,32.076176,-81.088371,45.694454,-93.900192,1871.7881137896757
1205,US-2021-163559-CHO-NUT-13000,2024-09-23,2027-03-21,Second Class,163559,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,909,Lot's O' Nuts,32.881893,-111.768036,42.165726,-74.948051,3377.542036720498
1206,US-2021-113964-CHO-NUT-13000,2024-09-23,2027-03-23,Standard Class,113964,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,911,Lot's O' Nuts,32.881893,-111.768036,42.165726,-74.948051,3377.542036720498
1207,US-2021-148369-CHO-FUD-51000,2024-09-23,2027-03-20,Standard Class,148369,United States,Newark,Delaware,19711,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,908,Lot's O' Nuts,32.881893,-111.768036,39.318523,-75.507141,3312.243728003034
1208,US-2021-163650-CHO-SCR-58000,2024-09-23,2027-03-18,First Class,163650,United States,Dover,Delaware,19901,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,906,Lot's O' Nuts,32.881893,-111.768036,39.318523,-75.507141,3312.243728003034
1209,US-2021-147900-OTH-LIC-15000,2024-09-23,2027-03-21,Standard Class,147900,United States,Lakewood,Ohio,44107,Other,Atlantic,OTH-LIC-15000,Lickable Wallpaper,180.0,9,90.0,90.0,909,Secret Factory,41.446333,-90.565487,40.388783,-82.764915,665.6627774808802
1210,US-2021-116904-CHO-NUT-13000,2024-09-23,2027-03-21,Standard Class,116904,United States,Minneapolis,Minnesota,55407,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,909,Lot's O' Nuts,32.881893,-111.768036,45.694454,-93.900192,2087.3234636827005
1211,US-2021-116904-CHO-TRI-54000,2024-09-23,2027-03-21,Standard Class,116904,United States,Minneapolis,Minnesota,55407,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,909,Wicked Choccy's,32.076176,-81.088371,45.694454,-93.900192,1871.7881137896757
1212,US-2021-134733-CHO-MIL-31000,2024-09-23,2027-03-21,Standard Class,134733,United States,San Diego,California,92037,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,909,Wicked Choccy's,32.076176,-81.088371,36.116203,-119.681564,3558.625078818893
1213,US-2021-123344-CHO-TRI-54000,2024-09-24,2027-03-22,Standard Class,123344,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,909,Wicked Choccy's,32.076176,-81.088371,36.116203,-119.681564,3558.625078818893
1214,CA-2021-160325-CHO-NUT-13000,2024-09-24,2027-03-17,Same Day,160325,Canada,Montreal,Quebec,H1C,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,904,Lot's O' Nuts,32.881893,-111.768036,,,
1215,CA-2021-160325-CHO-NUT-13000,2024-09-24,2027-03-17,Same Day,160325,Canada,Montreal,Quebec,H1C,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,904,Lot's O' Nuts,32.881893,-111.768036,,,
1216,US-2021-112914-CHO-MIL-31000,2024-09-25,2027-03-23,Standard Class,112914,United States,Houston,Texas,77041,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,909,Wicked Choccy's,32.076176,-81.088371,31.054487,-97.563461,1563.5053353424046
1217,US-2021-141355-CHO-TRI-54000,2024-09-25,2027-03-23,Standard Class,141355,United States,Aurora,Colorado,80013,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,909,Wicked Choccy's,32.076176,-81.088371,39.059811,-105.311104,2315.9484560200817
1218,US-2021-112914-CHO-NUT-13000,2024-09-25,2027-03-23,Standard Class,112914,United States,Houston,Texas,77041,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,909,Lot's O' Nuts,32.881893,-111.768036,31.054487,-97.563461,1354.179359575041
1219,US-2021-112914-CHO-TRI-54000,2024-09-25,2027-03-23,Standard Class,112914,United States,Houston,Texas,77041,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,909,Wicked Choccy's,32.076176,-81.088371,31.054487,-97.563461,1563.5053353424046
1220,US-2021-112914-CHO-NUT-13000,2024-09-25,2027-03-23,Standard Class,112914,United States,Houston,Texas,77041,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,27.92,8,19.92,8.0,909,Lot's O' Nuts,32.881893,-111.768036,31.054487,-97.563461,1354.179359575041
1221,US-2021-132451-CHO-FUD-51000,2024-09-26,2027-03-20,First Class,132451,United States,San Diego,California,92105,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,905,Lot's O' Nuts,32.881893,-111.768036,36.116203,-119.681564,809.0978294533443
1222,US-2021-151925-CHO-NUT-13000,2024-09-26,2027-03-24,Second Class,151925,United States,Los Angeles,California,90049,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,909,Lot's O' Nuts,32.881893,-111.768036,36.116203,-119.681564,809.0978294533443
